 M_T	HIFFloxFPBS1-C18Neg	HIFFloxFPBS2-C18Neg	HIFFloxFPBS5-C18Neg	HIFFloxFPBS6-C18Neg	HIFFloxFPBS7-C18Neg	HIFFloxFPBS8-C18Neg	HIFmsdFPBS1-C18Neg	HIFmsdFPBS2-C18Neg	HIFmsdFPBS3-C18Neg	HIFmsdFPBS4-C18Neg	HIFmsdFPBS5-C18Neg	HIFmsdFPBS6-C18Neg	HIFFloxMPBS1-C18Neg	HIFFloxMPBS2-C18Neg	HIFFloxMPBS3-C18Neg	HIFFloxMPBS4-C18Neg	HIFFloxMPBS7-C18Neg	HIFFloxMPBS8-C18Neg	HIFmsdMPBS1-C18Neg	HIFmsdMPBS3-C18Neg	HIFmsdMPBS4-C18Neg	HIFmsdMPBS5-C18Neg	HIFmsdMPBS6-C18Neg	HIFmsdMPBS8-C18Neg
633.278005786082_44.3099160266819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
376.40207630935_53.6403126176446	1602.097261	0	2470.397326	4155.51566	3729.963117	0	3479.750019	0	4752.251148	2999.002709	0	0	4740.83992	0	4508.860746	4446.58503	3419.033762	0	0	0	4517.804504	4413.595176	5975.676253	3559.491209
281.119309398778_121.121990192022	1134.075526	815.0915825	2564.217782	1145.918744	1248.973964	1194.425888	1639.214276	1295.901575	868.3041902	525.1825676	694.7874831	1527.068704	709.2531698	0	0	0	1030.998395	0	1621.879332	523.9778432	0	1079.20864	0	1024.653693
266.096358255326_121.152577660891	1001.602489	0	1538.57815	901.1211527	1542.199902	1008.019546	3000.618895	941.8130943	0	0	0	1526.894562	596.5154359	0	0	617.1024234	857.3242041	0	1804.456026	654.0833496	0	1080.712196	0	1805.179957
267.073103556354_45.3336136332796	0	0	0	0	0	0	0	0	0	115212.2995	0	0	0	0	0	0	0	772647.5666	0	0	0	0	0	0
270.881993898701_40.1301465185579	6151.900597	6161.745089	7628.495491	0	0	0	0	0	7779.762222	0	6104.771864	0	0	0	4781.962327	0	0	0	0	9225.901964	0	0	7382.129586	10264.00454
260.006713413857_589.475675675392	0	0	0	0	0	0	0	0	0	0	0	11040.28582	0	0	0	0	0	0	0	0	0	0	0	0
108.056722084652_564.323053228088	129614.3557	135529.2424	156901.8812	120049.771	125524.4266	96821.62296	161064.0828	143694.5519	149593.3634	51253.71412	126417.975	0	65392.4313	126836.0366	172377.1869	39043.09719	56968.88983	118974.4504	116780.5177	51342.82517	100154.386	83095.64327	99300.01193	62315.76768
129.976061368362_32.8123314028671	0	0	0	8073.279343	0	8562.860809	0	13412.30132	0	0	0	0	6117.015034	0	0	9252.572596	0	0	10407.76968	10246.49446	0	0	0	0
401.419022943525_58.5386501965402	0	0	0	0	0	0	0	0	19036.01369	6539.529305	0	0	17238.17778	10332.67616	0	0	6148.622489	0	0	0	0	0	0	0
205.074524923836_557.373422131162	26507.19294	28513.07367	21524.38339	27876.56008	60105.47871	11173.14016	27719.61404	11869.61126	15997.67186	13319.30541	0	0	55959.60136	9639.544164	31135.20452	10816.5192	0	27460.14286	67293.2712	8528.135445	0	14914.77573	8060.80193	47288.78366
211.083855927931_44.5806722237667	18365.00343	15383.57799	43198.53772	56716.17341	0	0	0	25281.13733	22024.77673	53072.92233	57043.88465	65494.977	49698.34769	48835.7345	29347.44436	22529.21227	29966.61438	2028.693744	29542.87533	12939.82161	0	0	34351.00526	21817.52645
239.904991161534_29.4059139248722	48848.82145	109642.7513	95976.07751	135134.5849	137974.3381	61551.92829	158510.8369	162716.8997	117269.7634	107073.3828	165734.2964	163251.3191	63947.70799	115211.1144	0	95637.83052	120066.2356	149317.6791	68334.79774	60139.45786	50165.24342	150324.2052	0	135573.8791
253.066617809923_121.342561467043	2930.195729	2223.183248	5211.398439	3270.453667	3870.959081	2973.42261	0	3087.693868	3620.506101	1032.556306	1621.208661	3559.143327	2416.612294	1415.075988	773.6903827	1759.591253	2079.900687	0	3971.434431	1925.111921	1221.782105	3069.400851	1163.929997	3735.787151
501.29721441442_63.7223249034824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
348.00797280271_163.216626626313	0	0	1041.440025	0	0	0	0	414.6532084	0	558.7752403	894.4656028	0	0	454.3492396	0	0	0	0	0	576.22534	0	483.9147369	0	0
287.054785362682_44.2011888543573	0	0	3614.323792	0	0	0	1497.893937	0	5348.035527	722.0644161	0	0	0	0	0	0	0	33325.42376	6987.33677	8121.041646	0	4606.914184	0	6640.940212
394.013907286777_163.242700060065	0	0	1188.962593	755.6111854	0	0	0	675.5729386	721.8569493	786.5443417	937.5093058	509.9495285	663.1268148	0	0	0	0	0	0	0	0	0	592.7578511	482.448193
358.078685126485_47.4167180867089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
203.975121157094_42.3521285057726	13522.22279	9464.010598	6717.291928	0	10174.14788	0	0	10017.08368	0	0	8070.328321	10207.91323	12749.98451	0	9648.037126	0	0	0	0	0	13360.78056	0	0	0
348.99337215898_486.380444048365	0	0	0	0	0	0	0	6646.519525	0	5104.951784	0	0	5616.015184	0	0	0	0	0	0	0	7821.42927	0	4675.755076	0
313.02218887534_121.674720503248	761.7652874	988.4840968	1017.361274	986.4853066	1205.051396	840.1188375	1849.718817	1191.462956	1099.169096	0	685.0704863	1025.04674	0	0	369.607498	844.3970962	710.0486472	0	754.2907675	809.988138	0	826.8905217	0	1074.775314
467.002415826676_51.7757020499685	7140.090392	6370.05047	11579.46445	11430.52742	11106.52135	14557.3229	11715.09389	14144.24296	0	10537.0313	15223.92611	9311.312442	6336.644868	0	2602.37646	0	8241.965582	0	3380.288762	4725.331281	3912.814396	5728.962025	0	0
241.012414599564_13.6713533193774	0	8017.11095	0	5176.716117	0	0	0	0	0	0	0	11937.41032	0	0	0	5505.100561	0	0	0	0	0	0	0	0
320.174267414444_162.802101506948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
93.00860806302_598.708260249202	0	0	0	0	0	0	0	0	0	0	0	140949.0416	0	0	0	0	0	0	0	0	0	0	0	0
166.063018845281_565.703687787834	17953.72308	27184.38121	80576.99299	78939.85072	107345.1576	99097.93995	101669.1364	0	91977.38946	108932.4629	77049.73394	0	30396.69438	28672.0293	30461.36015	40239.54103	0	0	48917.55925	112000.7747	100842.7342	0	22847.86019	0
259.918879869919_54.8521329104156	0	1260.52121	0	0	0	776.0330115	0	1305.151453	0	0	0	0	0	473.3605444	0	1235.971684	0	0	0	0	816.0136312	0	773.5582199	0
264.087012851585_121.563456081498	1019.080585	799.1152074	1416.438483	1193.770918	937.4326187	820.5869404	2053.675656	1159.07532	1061.702745	0	530.6251412	1296.150691	835.9352501	0	0	0	776.4968803	0	1180.419133	549.8778825	0	1105.890357	0	1374.791668
267.012131836025_574.795603507655	0	0	0	0	0	0	0	0	0	0	0	7435.435013	0	0	0	0	0	0	0	0	0	0	0	0
207.006512717179_590.902995562785	0	0	0	0	0	0	0	0	0	0	0	18308.90946	0	0	0	0	0	0	0	0	0	0	0	0
111.020046078644_529.844636966393	3623281.311	120680.2985	3540070.322	320324.5236	366114.9167	496516.5617	366137.9824	0	279873.5299	53660.21469	430990.6982	0	70847.54042	120456.0972	58948.19023	39545.84532	567731.8113	178262.9034	46906.79853	1094061.626	363387.6349	1956711.552	3100213.373	3010168.526
353.898959874203_27.6415589595682	22521.49096	0	0	20997.92319	21595.34303	21873.43463	24464.88927	0	0	0	24652.87404	0	23099.36519	0	0	0	23985.49573	24825.80377	0	20772.15953	26451.54505	0	0	17120.52184
169.052730325937_567.425291776545	3978999.643	1298327.144	436455.6521	451312.5844	747569.8804	664731.2269	1334519.261	4046264.979	534412.8466	1164105.457	4075551.74	0	1641073.57	1582731.484	366854.2042	2637271.598	1297407.364	2539623.709	832561.6392	1449918.455	250852.2917	1718777.727	189274.9751	271188.9505
181.992811810109_149.595863683446	401.3347641	0	0	0	0	0	0	590.9905204	0	0	440.7524834	0	0	0	0	949.3380213	0	5268.980074	0	0	4298.415798	0	0	0
247.925708210846_27.3004260753117	10222.76449	9392.759384	8111.639423	7795.107305	9233.502252	7555.195628	7892.038717	11942.06855	11021.46008	9965.576334	10693.80269	10220.00125	10755.33828	10769.76338	6941.242111	7856.661181	8107.989423	11345.32386	12134.09767	9707.64668	8036.188631	9793.841223	10633.39116	7020.665428
315.03538848892_160.572399131035	0	0	0	0	0	0	0	0	608.5955172	492.3755522	0	0	0	0	0	0	0	0	0	0	0	0	0	0
387.150964570096_69.4058074864884	13731.90319	8239.196919	14116.80912	0	15969.11849	13866.58632	16788.47074	10007.92854	14021.899	0	0	10933.98355	7635.902648	0	5017.453131	4015.534786	0	0	8823.249225	3857.73965	0	7972.440275	3385.802151	0
115.003727681948_574.546714037015	0	0	0	0	0	0	0	0	0	0	0	4954.786704	0	0	0	0	0	0	0	0	0	0	0	0
82.9716150808868_41.7561520303279	0	0	50313.9871	57527.09428	0	46439.73831	0	0	59306.03491	46131.55047	0	0	0	0	0	0	0	276691.4405	0	0	0	0	49988.79356	0
195.08685413394_478.556129362549	0	0	0	0	0	0	1283.137231	1313.65388	1442.521417	0	1318.10474	1352.891799	0	1326.734347	0	1262.830404	0	0	0	1459.842357	1391.51197	1183.469996	0	1524.713717
327.257038396709_515.169610942713	1062.476352	0	0	0	0	654.1480493	0	1543.18802	2794.644603	576.7936989	1375.221438	0	1203.664488	0	0	747.1960167	0	0	1168.539035	3530.14633	721.6205055	0	578.2091062	1008.831754
188.943117597929_15.2499127316685	962.1743456	0	0	0	0	0	0	0	0	0	0	1119.776513	0	0	0	1158.739591	0	0	0	0	0	0	0	1062.197119
320.0633411662_195.363184244369	3248.729614	3494.441845	0	0	3508.631845	3956.910703	0	3752.541289	3228.863098	0	0	0	3052.247948	3683.880703	4008.531388	2950.387278	2710.194322	3988.411948	0	3372.810272	0	0	3697.117059	3208.669981
576.915425271379_109.277885331816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
171.042128450483_43.0479393991358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
186.003119427953_216.971077498218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130.992815338076_13.6221945929423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4773.07898	0	0	0	0
279.059246982156_123.526771937242	0	0	2769.969689	1465.196446	0	1080.877739	1209.459691	1342.709488	1916.488568	891.9843748	1117.915622	1357.798854	0	895.5565249	0	717.5572774	0	871.9311765	1323.314966	676.3382995	0	0	0	0
109.004342917026_568.156372974623	2627360.823	193313.7941	83314.38363	693038.6469	118137.7118	546079.9331	304579.2337	162886.1252	329721.9012	370515.3254	2959270.721	10185.9188	328008.3839	13209033.57	455254.1393	242990.1985	14844814.2	237849.352	322543.1775	197234.1787	3373462.324	239663.7623	2858250.333	210379.8131
177.079179965608_557.330585876522	40087.05835	0	28169.53284	46365.67494	92879.55112	53187.85033	32111.75204	42441.74818	23052.97823	202415.1024	95597.44307	0	88861.92489	73971.33826	25583.57108	46020.89214	25659.01882	33516.56264	120430.5269	114954.2177	127382.3758	35998.90511	37728.73874	0
240.904946991221_27.0427266819987	0	4291.181703	0	0	0	6607.224504	7219.281178	7770.181805	5080.605211	6523.913984	3741.450216	7972.100386	5709.683747	7923.861187	6274.070298	6021.72679	0	0	7672.085738	4675.827352	8950.336646	8147.893173	8521.071262	0
185.112837127068_765.887815443478	129510.1162	0	0	84598.46697	91864.7276	0	90350.77974	119752.9272	70051.51125	78513.69527	60934.88779	92234.88773	62250.2683	0	96175.43482	67890.66805	57920.0538	44598.31845	103551.2397	120841.6171	98151.76136	0	0	83696.61282
175.96039814913_27.194222651142	0	0	28841.9278	45835.86883	35584.13774	0	0	48330.0134	31460.23568	36881.32598	40294.90758	19653.07944	30788.80876	0	0	0	41448.05341	45186.1279	0	0	0	41887.46401	0	34193.63988
190.929631703191_191.39422380831	0	0	0	0	914228.3834	0	0	0	0	0	0	0	0	0	0	711083.631	727698.3217	158206.9091	542727.1241	0	306768.624	822311.1302	0	549614.579
249.021248089056_574.316097874362	0	0	0	0	0	0	0	0	0	0	0	30230.26321	0	0	0	0	0	0	0	0	0	0	0	0
283.023727201204_578.785363235009	0	0	0	0	0	0	0	0	0	0	0	63238.27653	0	0	0	0	0	0	0	0	0	0	0	0
194.989884850964_586.297832835344	0	0	0	0	115019.2376	0	0	0	0	72637.7306	0	157785.4799	0	115208.1241	0	0	0	0	0	0	0	0	0	0
260.998833276356_388.088563126143	19948.31792	0	0	10644.34099	0	0	17926.3228	0	0	0	0	10617.27485	0	20373.31046	17470.63847	0	18450.48874	11644.65469	15590.24856	0	19355.26957	18513.82028	0	0
305.863394549206_32.1642656783038	3253.96221	0	4083.400837	0	4837.203985	0	0	0	0	4590.581525	4829.012428	5598.571731	0	5875.407136	5085.506716	0	0	0	5097.922304	0	3570.517293	0	0	0
251.134365173754_468.975299078922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
267.162562899182_466.101325299322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
280.169471974352_523.320295743044	0	0	0	1629.892048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
656.323794831387_501.232410989659	0	0	995.4944645	0	0	0	0	0	1088.985673	0	0	829.6333799	0	0	0	0	0	0	0	0	0	0	0	0
162.839829420943_42.1813345172884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379482.7718	0	23103.85648	0	0	0	0
188.130358606234_58.9793724478427	5371.537801	0	9793.387418	0	0	0	0	0	0	0	0	0	9569.077717	4824.543803	0	0	4420.09305	0	4662.298808	0	0	0	0	7169.155345
326.14198766562_43.8775948397623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
586.32019099306_482.330708305126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61.9878096941058_574.801633107462	0	0	0	0	0	0	0	0	77634.74483	0	0	34845.44264	0	0	0	0	0	0	0	0	0	0	0	0
261.916009040333_54.7532385679715	0	1753.229218	0	0	0	0	0	1782.135665	0	0	0	0	0	1249.441154	0	0	0	0	0	0	988.5851422	0	0	0
488.241764001749_467.466082306604	0	0	1797.641796	0	1666.210452	1346.01557	0	0	0	0	0	0	2501.265879	2831.452489	0	1173.45819	2311.674944	2387.953617	0	0	0	1161.719124	1224.266588	1457.420347
410.991035331468_492.738855721301	8239.913905	0	0	9173.372714	0	7615.864783	0	7404.484151	0	5805.74247	0	8559.545728	7772.180928	10059.57908	8227.390784	0	9704.690759	0	10069.07161	7907.760019	0	5874.748657	8266.543594	0
439.142282642006_121.033691941841	4103.425181	3388.716292	5856.872831	3840.805653	4528.148963	4367.194651	9643.155907	4459.489586	5432.878308	0	0	3882.071675	2076.4927	1614.683394	0	2545.768818	2097.837037	0	5690.208977	2002.748538	0	3518.852473	0	4349.975142
281.016481154983_59.4563867211761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
310.180386088508_528.553835295117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110.012184218015_605.890362240311	0	0	0	0	0	0	0	0	0	1258.41088	0	0	0	0	0	0	0	0	0	1093.968587	0	0	0	0
281.916199502145_50.416542306465	1872.827322	1835.944969	0	0	0	0	532.4402932	1611.092715	690.2036957	1699.245934	0	0	0	1643.026311	2557.174519	1137.423845	647.6672405	0	1162.433241	3614.916688	1449.153609	673.0963321	1989.192884	2380.123482
88.9413374933348_58.5499157468896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3612.672344	4315.350999	0	0
86.0244758776419_609.0057018152	0	0	0	108682.3239	0	0	0	0	0	0	0	46119.24287	0	88628.10369	0	0	0	100446.6692	0	93167.07875	76533.09044	0	0	0
184.07385836494_54.3606154947504	1374.211959	0	2265.898584	0	0	0	0	0	0	0	0	1862.202458	0	0	0	0	0	0	0	2277.845304	1831.371077	0	1695.364327	0
295.096180505902_127.584639267619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
304.913997635385_33.3903540480423	199894.0545	173340.1321	97849.14003	47455.77131	205902.3877	248431.1236	547727.2788	100855.0102	39617.61964	258691.607	213420.2357	57523.03769	198406.4671	318803.1564	196899.8007	35722.47835	59572.18263	44826.61147	303741.7943	235800.9896	49102.24162	188808.4886	35871.23586	260083.1673
324.10304340202_69.8743993079701	6909.277255	4454.947133	6811.057652	0	7695.170858	7109.383717	4149.411795	8690.961318	6825.76056	0	0	6751.222636	3565.88862	0	0	0	0	0	7471.311438	3476.84164	0	3697.947534	0	0
178.950005091227_29.0256641273091	20472.12687	16438.15223	28477.03673	31260.06083	13692.43399	21267.99332	29513.78153	11901.93212	21096.9247	19216.05542	26591.27996	30516.93104	28492.21152	12264.70661	0	0	28989.50053	9871.61878	10067.36605	26974.63842	30230.12641	29003.54763	0	24619.65176
186.043262603612_577.756427620336	0	45956.65971	38297.35519	0	47909.5125	42535.98735	21731.2304	7846.458293	21975.7498	0	44605.13314	0	0	0	34785.42599	0	34322.17422	12859.22596	0	19424.34447	0	0	43660.94402	24322.87388
358.997723508596_374.36421902859	0	0	0	0	0	0	0	0	0	0	0	77078.31395	0	0	67989.80806	0	0	0	0	0	0	0	0	87289.95879
309.210018703132_498.491193975969	3662.831823	4230.672383	5745.781809	0	3824.807801	4421.437407	0	0	0	0	0	3768.50312	5298.704828	7069.145709	0	0	0	4688.691798	0	17572.71359	8526.707212	0	3730.438716	0
138.860570832788_16.3402788096607	2957.393808	0	2522.415133	3999.157997	3022.379937	3218.235403	0	0	0	3023.081312	0	0	0	3456.307245	0	0	2839.075468	2598.406676	0	2916.333413	0	0	0	3566.132431
144.967893638996_48.6290823055391	0	0	0	0	0	0	1098.703854	0	0	0	0	0	0	0	0	0	0	1571.008994	0	0	0	0	0	0
211.17188958852_537.913181186427	0	0	0	0	0	0	0	0	0	0	0	1163.409132	0	0	0	0	0	0	0	0	0	0	0	0
215.094103792482_573.779332741879	0	0	0	0	0	0	0	0	0	0	0	31918.32763	0	0	0	0	0	0	0	0	0	0	0	0
204.125556276838_137.053076657044	0	0	0	0	0	1469.789749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	825.7080821
78.9185257495699_868.159301714523	0	71234.07045	30275.68291	74385.98137	64093.03646	97460.84918	60470.42944	43141.12834	29164.7288	53348.77586	33773.46481	0	28843.65382	0	10715.66312	0	30585.54907	15686.73943	0	27497.36532	0	53265.64996	0	34989.85671
256.848476372438_426.963953983908	0	0	0	0	120547.9778	0	0	29222.14296	153266.9022	0	154738.4671	27215.23174	0	29063.41088	0	97797.45823	0	103964.4993	67539.27038	59543.59737	62182.65756	39533.87017	27052.56116	107878.4059
226.086397290775_580.678892175155	2760446.275	15731.61537	234187.8456	55879.33539	375954.389	591152.9348	476535.0305	128989.9226	2839722.056	430053.5094	727964.1451	0	1250219.695	345106.4662	16039.45214	770929.5839	1029809.921	0	1569277.453	1328399.488	963756.9286	1337686.289	351436.6719	150797.2057
284.077780832971_95.9215468257024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
166.925196684074_27.1420479319684	13690.56796	20647.79913	18770.44635	16319.1624	18696.46342	16722.08975	18886.13662	18138.2657	12291.07543	17819.33303	17096.30345	16193.744	12825.86556	7376.853866	11432.57403	23365.69744	20425.73915	0	17125.37936	11726.61445	21867.56723	12906.74564	21363.75649	20226.95439
550.160042086432_58.5962326340489	9761.204817	7154.505222	17239.26301	11461.76465	11167.79008	5932.611283	9255.098773	13640.20953	0	10486.68212	17212.51786	15479.89576	12773.8994	0	0	0	10049.99616	0	9527.268362	13496.54838	0	6736.684091	0	14308.70564
167.016653470064_573.82928326089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
171.091374535911_240.130852684767	1052.907955	742.8001386	2362.56322	1203.875418	1918.691936	1198.89629	3575.68972	866.2131626	1131.919488	0	0	1266.274316	0	0	0	0	416.7830474	0	1747.890173	0	0	0	0	0
143.108252664717_303.033557956272	0	0	0	0	0	487.9898805	746.4405	455.8057401	531.3548402	0	498.9016627	0	766.0141368	0	501.9534832	0	766.2081831	2947.440402	0	0	0	0	0	0
480.304094753886_517.285749514973	0	0	0	0	0	0	0	0	0	0	0	1477.004214	0	1722.905058	0	0	0	0	0	1612.660302	0	0	1185.292684	0
678.864192594652_50.9174481517068	1643.594042	1002.598997	0	1980.921633	0	974.2271824	0	0	1663.575264	1212.649204	0	0	0	2155.77336	0	2611.650949	2408.951178	0	0	0	1798.070335	1366.887261	1264.442615	1970.301575
287.146149306996_223.831648583577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
230.098990460863_69.4422467476545	5037.539002	2959.579	0	3277.446811	5451.834917	5328.312091	4895.892769	4776.401532	4974.910231	0	0	3658.555604	0	0	1495.189774	0	2025.684693	0	0	1837.79594	0	2544.237564	0	0
290.163611626535_190.410402522478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
360.242224166006_410.645669341671	0	0	1227.539593	0	0	0	0	0	633.9126011	0	939.7439194	0	687.6533462	0	0	0	0	0	841.5560344	1629.316267	0	0	0	901.842866
230.531542376928_71.3687344262065	3918.27945	2534.312608	5542.84725	4467.102113	1800.718732	2056.099725	0	13816.48947	3062.864729	4242.187128	3959.621275	3868.247446	9487.091629	0	1301.824222	1938.079081	2188.804751	3039.091865	7388.229768	7938.735288	0	2939.704103	0	4622.34301
604.910661525745_109.640102679405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59.9388757211435_851.26438425662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91.0299498373419_566.038198999445	403949.1596	313949.5459	400691.4627	110690.4397	0	394705.056	280362.8536	428355.2658	136975.3648	145597.0923	86162.33246	0	386460.4686	494155.6813	350035.7137	287360.7941	237293.756	386223.4498	483677.8836	383173.8906	307011.8595	178043.19	67368.83125	216431.1018
88.9878117695323_19.7041908289763	0	0	0	98305.5406	0	87508.64591	0	0	0	0	0	76658.87681	99573.66069	0	0	93853.77647	0	88532.05311	74663.58505	74200.30285	89269.42019	108478.7948	0	0
254.016734995563_42.6963083944817	0	0	0	0	5270.750021	0	0	0	0	0	0	6226.28183	4955.356529	3128.553355	0	4368.022406	0	5599.696281	0	0	0	0	0	0
353.898967959431_33.4640869776549	0	10209.59831	0	0	0	0	0	16303.32826	13765.13108	8964.159456	0	13328.24912	0	8461.328919	7796.565333	9907.158545	0	0	0	0	0	15648.47441	7620.518809	0
202.96622585316_81.4740824813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
357.841474456209_32.0678809030824	0	0	1810.04899	0	0	3349.719455	0	3479.165091	3307.005004	0	3859.515562	0	2732.432214	0	0	4214.352488	3029.48409	3107.44858	0	3150.16168	2841.791043	0	0	0
89.0142829569185_595.639242868743	67393.34054	43812.59721	0	0	0	0	0	0	0	71307.23493	4509.413332	0	4604.870874	0	0	0	0	0	6447.763433	0	0	0	0	0
280.954975926021_279.626105362476	586.7236962	0	572.2363871	676.2072189	0	0	1042.84368	0	384.6935975	0	0	0	692.2042343	676.595732	708.9339942	0	0	0	0	0	0	0	0	1245.721444
253.08459749818_69.5296191607864	14406.6761	11316.55857	0	15004.14012	15024.02961	14293.12978	11508.03214	16851.68474	13376.50574	14624.68417	0	14353.00229	0	11326.55799	7181.363915	9815.77767	11516.6375	0	16497.29799	0	11264.33706	11346.82449	8097.988679	0
164.935707596986_38.1301564236987	0	0	0	0	0	0	0	0	0	0	483.8239693	615.1949943	1208.611291	0	0	866.3438964	0	0	0	0	0	560.1136266	0	0
172.031905967429_77.4635824680304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	895.5459494	0	0	0	0	0	0
423.07259799365_43.1225267681882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113.988995204364_584.570184665783	0	0	0	0	0	0	0	0	0	0	0	215683.2476	0	0	0	0	0	0	0	0	0	0	0	48744.92253
209.92835371836_29.3812463141079	40226.05186	26690.14604	11744.37818	17244.85362	44081.04379	0	48176.46178	0	30115.74821	33121.76468	51168.52748	49071.0787	33404.39014	0	0	34096.89356	42731.43407	27005.58759	37152.41677	35370.82475	0	45809.67943	32730.71291	47328.18516
184.962238411737_898.469522537425	0	0	0	0	0	0	29501.72407	0	0	0	0	0	0	48322.17326	0	0	45920.58344	39254.09197	0	0	0	0	26924.15461	40596.82697
237.932249236528_29.0769732945884	0	10791.94458	5088.989945	14938.6174	9100.715904	14701.40301	14249.49393	6317.941131	0	13033.82859	17231.91627	6891.154686	11800.69237	10828.05342	11413.04309	16600.29	5988.826051	13075.66343	6804.307744	10357.17863	10997.24158	8831.121111	13766.90164	14231.20469
122.036143387132_566.174530644285	799549.4781	405782.7305	721947.6218	324990.4559	293995.5274	1618884.883	0	0	0	204330.4095	1058867.544	31790.3143	1026184.868	197970.8935	1130076.83	722701.208	195283.8526	284735.4439	0	394515.6376	933873.9006	133772.3201	739708.9649	0
