 M_T	HIFFloxFPBS1-C18Neg	HIFFloxFPBS2-C18Neg	HIFFloxFPBS5-C18Neg	HIFFloxFPBS6-C18Neg	HIFFloxFPBS7-C18Neg	HIFFloxFPBS8-C18Neg	HIFmsdFPBS1-C18Neg	HIFmsdFPBS2-C18Neg	HIFmsdFPBS3-C18Neg	HIFmsdFPBS4-C18Neg	HIFmsdFPBS5-C18Neg	HIFmsdFPBS6-C18Neg	HIFFloxMPBS1-C18Neg	HIFFloxMPBS2-C18Neg	HIFFloxMPBS3-C18Neg	HIFFloxMPBS4-C18Neg	HIFFloxMPBS7-C18Neg	HIFFloxMPBS8-C18Neg	HIFmsdMPBS1-C18Neg	HIFmsdMPBS3-C18Neg	HIFmsdMPBS4-C18Neg	HIFmsdMPBS5-C18Neg	HIFmsdMPBS6-C18Neg	HIFmsdMPBS8-C18Neg
471.455088208644_55.4154788460056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
424.999406021936_47.404881571604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
199.008362273475_124.599759137977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
721.50638413051_574.022935721654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
209.105885243683_64.2525012522623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
252.996225931539_194.65454756312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285.098170606703_237.589902698294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
331.005641806925_590.333624681898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
344.005975725484_466.874312829808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
450.008266898475_47.0883699049386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
420.272342610186_531.200743364605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
431.999305686869_53.3613036590707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
665.811317088655_161.919152715134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164.896315620387_17.7710028791262	0	0	0	0	0	0	0	3878.846379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
174.078163337589_71.4237102829411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
175.062178005074_124.184040405521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
180.861695212948_55.4041885359845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
191.093664041863_158.135367583708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227.067601037734_40.6722555869116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
255.137216048094_240.085369937434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
356.124269935964_69.9759706640082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
225.899055512468_109.930709160121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323.987076591728_214.808331540131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
443.013601075936_215.984641651542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
96.0201859764323_44.9993914871377	0	1213.53717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1283.64449	0	0	0	0	0
103.920176482236_32.4888679616106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
142.99907210439_53.5134451459056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27843.63985	0	0	0	0	0	0
539.344136822747_515.485769090146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
159.008185950521_215.389432949953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
211.062740271774_573.495860072618	0	0	0	0	0	0	0	0	0	0	0	1350.341596	0	0	0	0	0	0	0	0	0	0	0	0
221.112734295218_136.000869085851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
269.940067235844_78.7436081614087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94.9804831616667_31.5726926155115	0	0	0	0	0	0	0	0	0	0	0	0	6755.347621	0	0	0	0	0	0	0	0	0	0	0
146.964975325654_48.56075113143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
189.937690881266_15.763050281831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
245.003712875355_399.267096861472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
187.062339870064_157.504700621746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
336.949466124687_70.0631234586535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	829.4663323	0	0	0	0	0	0	0	0	0
258.007593108637_120.03604781903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
335.104416078115_73.715801681811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
307.021195694226_444.082048456871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
272.879302867903_40.1614260538447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
373.013330168447_13.4501267230139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
193.951740498526_49.920557944823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
428.269009076533_414.731152688813	0	0	0	0	0	0	0	0	0	0	0	0	842.581378	0	0	0	0	0	0	2984.629475	0	0	0	0
243.086326046378_142.716323910674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
468.502393652985_72.461625403762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
358.237843452172_72.3034592679241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
462.019297636044_85.0954866547283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
515.125812512599_428.303771121781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202.109843652889_150.561574346047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
454.166835394532_278.822858429557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
410.180296435463_593.442252242627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
248.023139757398_123.840470922338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
322.226183990251_534.787831228246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
382.034522820559_195.187830912383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
328.08318436527_69.1774048982601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10912.74184	0	0	0	0	0	0
438.222465853154_199.431233234979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
270.137184576917_136.938745382605	0	918.8691086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
411.198001539349_332.307337222107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
150.104839712771_75.1608648704663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176.072701729981_54.8306731665839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
235.172255323343_436.998034810997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
196.068668396048_238.65659054617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
434.951332835101_55.3416327556997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114.986707940494_576.109980344436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
263.913519016403_54.4507544296718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2264.737078	0	0	0	0	0	0
321.904920886956_78.4825832976804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1026.421831	0	0	0	0	0	0
416.034484658087_53.356603563637	0	0	961.6424725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
215.070286543497_577.655067026651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
767.24052301278_70.5483744635602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
350.019120220893_163.150461417404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
465.166404485661_155.30367897435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
421.125859471176_224.144857965732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
368.283749784028_475.931792761654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
211.023953443246_149.196124386422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1411.243726	0	0	0	0	0	0
500.21128869611_292.086532514517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2237.141273	0	0	0	0	0
593.115755504279_85.3438682563457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
407.283810509045_444.998533842966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2155.472897	0
312.968410794417_52.6227980149657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
477.264554872879_189.076640860499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
376.281843499891_574.481775559619	0	0	0	0	0	0	0	0	1387.772282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
175.062135133954_64.4092315953726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
125.024596938703_573.139990835712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139.059860172667_178.454200645936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
242.9019150018_16.1828326259137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
574.252664364656_494.464516091593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
263.09005797117_52.9138534056239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
251.105819367854_105.471732863952	0	0	1005.784445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351.077194128498_42.8177881552524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
220.076304300861_55.2753834827213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
230.053894550128_52.6513270908046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
439.066963251787_43.4702597528305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
160.044487712141_75.6278631488825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	704.5702231	0	0	0	0	0	0
353.113302333255_57.2083971130548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
367.152534580694_287.512513284513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
441.016565008864_215.952141651543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
448.930903614628_39.5392321872205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3846.090889	0
481.084813841658_55.5299971416815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
191.924898921669_15.8495215251112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	640.5952307	0	0	0	0
200.130518474426_348.778503302361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1395.265957	0	0	0	0	0	0
207.087077790784_248.110266644281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	741.3178813	0	0	0	0	0	0
466.10182031688_55.956783987976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
333.102534611031_135.950237292119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
474.043847294442_85.3757307563457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85.0040932009475_286.044377866628	0	0	0	0	0	25722.5587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
88.0401424032335_673.640223813933	9982.650267	48919.51499	0	23859.24591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137.106491206908_181.31468713908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148.919344700371_450.319495069458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148.953104243181_21.4994548474385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236.970564908081_70.2722021981149	0	0	0	0	0	0	0	0	0	0	1403.453421	0	0	0	0	0	0	0	0	0	0	0	0	0
241.092816881174_220.288843914624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
160.936199646869_385.578661522001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6645.38362
192.930044091031_450.218615526013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
232.933820881911_587.706749780593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
508.025546858251_136.579517403573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
271.213380076884_508.343345615998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
205.057711477535_69.9642161726164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
511.442758377049_48.1965650934477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
224.958937651534_60.9195107121844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
187.135110258759_573.462678997928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
774.827716202573_254.65019356941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
294.909702613153_351.163076028931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
441.001544430376_433.267383219542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
428.961695073122_38.7244224181744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
473.162222584348_232.480110050347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
193.020404240265_143.153433910444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
149.003690325822_504.23090769507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
189.114353446202_573.572339891939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
203.130256732485_246.020345111526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
206.104862563069_71.3870519308497	0	0	0	0	0	0	0	0	0	0	1639.657928	0	0	0	0	0	0	0	0	0	0	0	0	971.6944791
267.875019099948_351.991341876316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
275.034507234035_64.156761150892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238.968454524369_43.6218173661504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
253.921681619627_63.8917194670612	6601.743967	0	0	0	0	0	0	0	6797.751468	6151.581327	0	8199.606098	6023.888685	0	0	0	10153.47603	0	0	9292.070992	12756.16005	6866.521094	0	0
298.919907340107_54.9211623207976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
315.226273658203_43.2362207994756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
310.860226298875_34.5109346694261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
339.014727916829_215.587117879913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
491.164453452254_44.9812382473451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
380.193210247381_573.327017426604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
390.120609173918_51.4014558612993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
732.437252871238_55.1776227779989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91.0478167422191_281.473866554819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131.014854719473_582.607027846075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136.942420113844_181.303657998218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
156.925952244047_51.5237982189228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
232.066741917117_185.491090069557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
275.056496958572_43.2680199395598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3933.709984	0	0	0	0	0	0
212.066137975115_253.194326008487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
225.040198647228_138.153963717611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
383.014397159283_278.003770588241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
486.18656318387_362.958517627264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
497.372092266206_520.108897128417	0	0	0	0	0	0	0	0	0	0	0	727.9787455	0	0	0	0	0	0	0	0	0	0	0	0
299.152748304171_573.734099173599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
341.060654545685_44.2218082343352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
573.99367597442_52.8529787144477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
680.323690466974_502.067813661549	0	0	1331.58075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
807.141070148463_169.375010310225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
225.917463320542_77.8557392607832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
272.091274156712_44.5340438683326	0	0	1434.359982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
281.97593199074_63.8999866552028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
345.249669102239_510.843306597364	0	0	0	0	0	0	0	0	0	0	0	577.8412663	0	0	0	0	0	0	0	0	0	0	0	0
367.246504556851_573.946367133345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
471.947083707545_52.264375138747	0	0	0	0	1261.412316	0	0	0	0	0	0	1835.351474	0	0	0	0	0	0	0	0	0	0	0	0
639.295904993189_209.93011547325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
311.108274195689_63.5489944020814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
563.412565036145_49.1118592537928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
175.098537065483_573.297660986486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
190.117747171207_269.181685767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2231.781658	0	356.7939676	0	0	0	0
381.033391681741_60.4707297624198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
268.061673155552_55.308504106448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
287.134542543258_214.95235126514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
500.371708951338_589.762251884896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
297.20983621737_482.732870844641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1235.010663	0	0	0	0
301.074562082466_143.950543992259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
275.041028351878_46.6277118824648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
454.164754560152_338.654876279086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100.933470291006_13.1500279817159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
379.161536744273_572.179243388197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
515.29182164997_315.248732288751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
673.077396471776_66.6147699018681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
734.86925656265_53.3909584830672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
160.025870188974_49.063609565024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260.141836885513_150.814125918076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
336.055727486916_59.8417232341152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
364.085127181874_63.3514624936225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237.935615034_76.4808744581649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
363.103232720298_267.352824832719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
157.051315163255_140.091836948297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
522.947807358351_48.5118691688562	0	0	0	0	0	0	0	0	0	1384.793195	0	0	0	0	0	0	1111.895765	0	0	0	0	0	0	0
556.87927411151_351.478155954895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
292.125198875959_206.824465835644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323.044307497461_163.059515555349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164.836928862993_33.4661511872537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
355.918394317083_53.8680324359873	0	0	0	0	0	0	0	0	956.4873004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
365.043837372615_177.510715411174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
381.04664285301_132.468448702426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
247.04953682118_42.9578374078565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
264.98226202704_150.865535864927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
341.087397611495_123.967625677164	0	0	1023.650762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
119.976190025422_14.0913379509691	0	7618.815237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
225.899050110045_26.8166234989546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
259.082166894611_72.9742322163942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
262.003504412146_42.2978098412785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
125.9004883144_576.32444303445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
593.139380741344_66.8477799620044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
129.055960214803_573.171247824576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
298.837655272465_16.0751780690169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
334.168108226636_343.403572997259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337.88964277572_351.615182763938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
154.974737563143_16.1963762573385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
345.966244409583_61.3402570122351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
